epoch,total,pde,ic,seis,bc
267,2.4582542479e-01,6.0307618231e-02,7.1486615343e-04,2.0195323229e-01,6.0298788594e-04
268,2.4561625719e-01,5.5401135236e-02,7.1352039231e-04,2.0193891227e-01,7.3507870547e-04
269,2.4618798494e-01,6.8523608148e-02,7.1194110205e-04,2.0192454755e-01,6.8248470780e-04
270,2.4582055211e-01,6.0670189559e-02,7.1030226536e-04,2.0191028714e-01,6.3231494278e-04
271,2.4604690075e-01,6.5761603415e-02,7.0873799268e-04,2.0189568400e-01,6.6911545582e-04
272,2.4582791328e-01,6.0972083360e-02,7.0717197377e-04,2.0188102126e-01,7.1276491508e-04
273,2.4578323960e-01,6.0376554728e-02,7.0570514072e-04,2.0186623931e-01,6.4991333056e-04
274,2.4564683437e-01,5.7758308947e-02,7.0461764699e-04,2.0185136795e-01,5.9140374651e-04
275,2.4583728611e-01,6.1784859747e-02,7.0378114469e-04,2.0183636248e-01,6.9738185266e-04
276,2.4585002661e-01,6.2423765659e-02,7.0294039324e-04,2.0182153583e-01,6.3651165692e-04
277,2.4591632187e-01,6.4302191138e-02,7.0233910810e-04,2.0180654526e-01,5.4818799254e-04
278,2.4584031105e-01,6.2519975007e-02,7.0204178337e-04,2.0179122686e-01,6.4928171923e-04
279,2.4553529918e-01,5.6002981961e-02,7.0178549504e-04,2.0177552104e-01,6.9468823494e-04
280,2.4558322132e-01,5.7486698031e-02,7.0103089092e-04,2.0175966620e-01,6.1669759452e-04
281,2.4595797062e-01,6.5837278962e-02,7.0022232831e-04,2.0174381137e-01,5.7243474294e-04
282,2.4561913311e-01,5.8749634773e-02,6.9964246359e-04,2.0172828436e-01,5.8852217626e-04
283,2.4539315701e-01,5.3877241910e-02,6.9899699884e-04,2.0171277225e-01,6.7951489473e-04
284,2.4599626660e-01,6.6975347698e-02,6.9817510666e-04,2.0169748366e-01,6.3156720717e-04
285,2.4561040103e-01,5.9162411839e-02,6.9746677764e-04,2.0168231428e-01,5.8134814026e-04
286,2.4584099650e-01,6.4272627234e-02,6.9679022999e-04,2.0166724920e-01,5.5146875093e-04
287,2.4560616910e-01,5.9515412897e-02,6.9622421870e-04,2.0165175200e-01,5.5818026885e-04
288,2.4556253850e-01,5.8922953904e-02,6.9554534275e-04,2.0163579285e-01,5.2052916726e-04
289,2.4543878436e-01,5.6375395507e-02,6.9488480221e-04,2.0161956549e-01,5.8261648519e-04
290,2.4562388659e-01,6.0390692204e-02,6.9395237369e-04,2.0160347223e-01,5.9403874911e-04
291,2.4564461410e-01,6.1114098877e-02,6.9322925992e-04,2.0158755779e-01,5.6107604178e-04
292,2.4574188888e-01,6.2992081046e-02,6.9261703175e-04,2.0157170296e-01,6.6392612644e-04
293,2.4563986063e-01,6.1237893999e-02,6.9189741043e-04,2.0155648887e-01,6.0877483338e-04
294,2.4530543387e-01,5.4792791605e-02,6.9108267780e-04,2.0154146850e-01,5.3966650739e-04
295,2.4536386132e-01,5.6233875453e-02,6.8984105019e-04,2.0152670145e-01,5.2078382578e-04
296,2.4577668309e-01,6.4581729472e-02,6.8868591916e-04,2.0151132345e-01,5.9508020058e-04
297,2.4543042481e-01,5.7550594211e-02,6.8757368717e-04,2.0149604976e-01,6.6385261016e-04
298,2.4517013133e-01,5.2696716040e-02,6.8628747249e-04,2.0148067176e-01,6.0143228620e-04
299,2.4581769109e-01,6.5771795809e-02,6.8491033744e-04,2.0146580040e-01,6.4281519735e-04
300,2.4543409050e-01,5.7990532368e-02,6.8362540333e-04,2.0145145059e-01,7.2794256266e-04
301,2.4564491212e-01,6.3109807670e-02,6.8235350773e-04,2.0143771172e-01,5.4534146329e-04
302,2.4539709091e-01,5.8365203440e-02,6.8131857552e-04,2.0142313838e-01,5.9821101604e-04
303,2.4533833563e-01,5.7750310749e-02,6.8014307180e-04,2.0140832663e-01,5.3782993928e-04
304,2.4519325793e-01,5.5230386555e-02,6.7897356348e-04,2.0139348507e-01,5.3711602231e-04
305,2.4538098276e-01,5.9204127640e-02,6.7783024861e-04,2.0137792826e-01,5.9612805489e-04
306,2.4540644884e-01,5.9999559075e-02,6.7710061558e-04,2.0136150718e-01,6.3695892459e-04
307,2.4546043575e-01,6.1872206628e-02,6.7662028596e-04,2.0134460926e-01,5.1113491645e-04
308,2.4537430704e-01,6.0185071081e-02,6.7678047344e-04,2.0132707059e-01,6.3847820275e-04
309,2.4502506852e-01,5.3847346455e-02,6.7694042809e-04,2.0130985975e-01,5.5949023226e-04
310,2.4507994950e-01,5.5285956711e-02,6.7693070741e-04,2.0129261911e-01,5.8382918360e-04
311,2.4547757208e-01,6.3649512827e-02,6.7672057776e-04,2.0127545297e-01,5.8551150141e-04
312,2.4512459338e-01,5.6687615812e-02,6.7627092358e-04,2.0125862956e-01,6.9053203333e-04
313,2.4482370913e-01,5.1866836846e-02,6.7545223283e-04,2.0124173164e-01,4.3228015420e-04
314,2.4547825754e-01,6.4966872334e-02,6.7457451951e-04,2.0122417808e-01,5.7542062132e-04
315,2.4508446455e-01,5.7293552905e-02,6.7380553810e-04,2.0120659471e-01,6.5367866773e-04
316,2.4531769753e-01,6.2509313226e-02,6.7296437919e-04,2.0118919015e-01,6.1489373911e-04
317,2.4504546821e-01,5.7852499187e-02,6.7233917071e-04,2.0117175579e-01,4.9595738528e-04
318,2.4500627816e-01,5.7275865227e-02,6.7188497633e-04,2.0115409791e-01,5.7124014711e-04
319,2.4488043785e-01,5.4843835533e-02,6.7163188942e-04,2.0113632083e-01,6.8676559022e-04
320,2.4506223202e-01,5.8813087642e-02,6.7113904515e-04,2.0111894608e-01,7.1805424523e-04
321,2.4506489933e-01,5.9649582952e-02,6.7060167203e-04,2.0110213757e-01,5.9496919857e-04
322,2.4513626099e-01,6.1516027898e-02,6.7020545248e-04,2.0108488202e-01,5.8931519743e-04
323,2.4504354596e-01,5.9853270650e-02,6.6980184056e-04,2.0106771588e-01,6.6542479908e-04
324,2.4470096827e-01,5.3590409458e-02,6.6925515421e-04,2.0105049014e-01,6.1056372942e-04
325,2.4474890530e-01,5.5031392723e-02,6.6854583565e-04,2.0103292167e-01,5.9515825706e-04
326,2.4514929950e-01,6.3428975642e-02,6.6804653034e-04,2.0101511478e-01,6.1102886684e-04
327,2.4477447569e-01,5.6525886059e-02,6.6800008062e-04,2.0099711418e-01,5.5760319810e-04
328,2.4451065063e-01,5.1720317453e-02,6.6814996535e-04,2.0097884536e-01,5.4578523850e-04
329,2.4513803422e-01,6.4791351557e-02,6.6835375037e-04,2.0096069574e-01,5.1516602980e-04
330,2.4475897849e-01,5.7126291096e-02,6.6892674658e-04,2.0094229281e-01,6.8652030313e-04
331,2.4499368668e-01,6.2346052378e-02,6.6932581831e-04,2.0092439651e-01,6.5189774614e-04
332,2.4474169314e-01,5.7691473514e-02,6.6936673829e-04,2.0090711117e-01,6.6139665432e-04
333,2.4469448626e-01,5.7087473571e-02,6.6869426519e-04,2.0089051127e-01,6.8539421773e-04
334,2.4453686178e-01,5.4682198912e-02,6.6755479202e-04,2.0087401569e-01,5.7579169516e-04
335,2.4472485483e-01,5.8625008911e-02,6.6596129909e-04,2.0085774362e-01,6.5551727312e-04
336,2.4475531280e-01,5.9502162039e-02,6.6437461646e-04,2.0084211230e-01,7.0180761395e-04
337,2.4480912089e-01,6.1342082918e-02,6.6284096101e-04,2.0082642138e-01,5.8308994630e-04
338,2.4470831454e-01,5.9692405164e-02,6.6173728555e-04,2.0081023872e-01,5.9778406285e-04
339,2.4438785017e-01,5.3479135036e-02,6.6114740912e-04,2.0079326630e-01,6.7215011222e-04
340,2.4442398548e-01,5.4879736155e-02,6.6042068647e-04,2.0077633858e-01,5.8643746888e-04
341,2.4483072758e-01,6.3257351518e-02,6.5998733044e-04,2.0075917244e-01,6.4575596480e-04
342,2.4447475374e-01,5.6373849511e-02,6.5973214805e-04,2.0074224472e-01,7.0425373269e-04
343,2.4419566989e-01,5.1544997841e-02,6.5913912840e-04,2.0072537661e-01,5.9214833891e-04
344,2.4483963847e-01,6.4589537680e-02,6.5863854252e-04,2.0070818067e-01,6.7798339296e-04
345,2.4442464113e-01,5.6956700981e-02,6.5808399813e-04,2.0069117844e-01,5.9537711786e-04
346,2.4465827644e-01,6.2213197351e-02,6.5746408654e-04,2.0067380369e-01,5.4375483887e-04
347,2.4440991879e-01,5.7600751519e-02,6.5692502540e-04,2.0065599680e-01,5.7156360708e-04
348,2.4436356127e-01,5.7012721896e-02,6.5651349723e-04,2.0063784719e-01,6.0653925175e-04
349,2.4421887100e-01,5.4673068225e-02,6.5630208701e-04,2.0061954856e-01,5.6957977358e-04
350,2.4440063536e-01,5.8607652783e-02,6.5621855902e-04,2.0060104132e-01,6.1850697966e-04
351,2.4441647530e-01,5.9540718794e-02,6.5638142405e-04,2.0058265328e-01,5.5906269699e-04
352,2.4448798597e-01,6.1391957104e-02,6.5674626967e-04,2.0056396723e-01,5.6579208467e-04
353,2.4442733824e-01,5.9773985296e-02,6.5707991598e-04,2.0054566860e-01,8.4495585179e-04
354,2.4408817291e-01,5.3628083318e-02,6.5717322286e-04,2.0052754879e-01,7.7687890735e-04
355,2.4411961436e-01,5.5012725294e-02,6.5675075166e-04,2.0051005483e-01,6.6771009006e-04
356,2.4449899793e-01,6.3401855528e-02,6.5616489155e-04,2.0049259067e-01,5.4414052283e-04
357,2.4414584041e-01,5.6574020535e-02,6.5558188362e-04,2.0047511160e-01,6.0945615405e-04
358,2.4390222132e-01,5.1750268787e-02,6.5484183142e-04,2.0045807958e-01,7.3441077257e-04
359,2.4452649057e-01,6.4775481820e-02,6.5410323441e-04,2.0044118166e-01,6.9446361158e-04
360,2.4411079288e-01,5.7168416679e-02,6.5353483660e-04,2.0042406023e-01,5.9970357688e-04
361,2.4434541166e-01,6.2434330583e-02,6.5323582385e-04,2.0040673018e-01,5.4918706883e-04
362,2.4412035942e-01,5.7816620916e-02,6.5305945463e-04,2.0038917661e-01,7.2969577741e-04
363,2.4406534433e-01,5.7192675769e-02,6.5275299130e-04,2.0037187636e-01,7.1141193621e-04
364,2.4393831193e-01,5.4862797260e-02,6.5227382584e-04,2.0035478473e-01,7.8106811270e-04
365,2.4408388138e-01,5.8750644326e-02,6.5112992888e-04,2.0033830404e-01,5.9494149173e-04
366,2.4412330985e-01,5.9699062258e-02,6.5030984115e-04,2.0032149553e-01,6.8169186125e-04
367,2.4418683350e-01,6.1528977007e-02,6.4958562143e-04,2.0030432940e-01,6.3728349051e-04
368,2.4408949912e-01,5.9918850660e-02,6.4898940036e-04,2.0028722286e-01,6.6596147371e-04
369,2.4377787113e-01,5.3807716817e-02,6.4870622009e-04,2.0026966929e-01,7.6766323764e-04
370,2.4382400513e-01,5.5162418634e-02,6.4804923022e-04,2.0025268197e-01,7.6405052096e-04
371,2.4422477186e-01,6.3533537090e-02,6.4712535823e-04,2.0023626089e-01,7.8305165516e-04
372,2.4383284152e-01,5.6727405638e-02,6.4616766758e-04,2.0021981001e-01,5.7685608044e-04
373,2.4361722171e-01,5.1894553006e-02,6.4540572930e-04,2.0020283759e-01,8.9109811233e-04
374,2.4420800805e-01,6.4893141389e-02,6.4434268279e-04,2.0018652081e-01,6.3449109439e-04
375,2.4379710853e-01,5.7307556272e-02,6.4359966200e-04,2.0016980171e-01,5.6233914802e-04
376,2.4408233166e-01,6.2594659626e-02,6.4315379132e-04,2.0015256107e-01,8.4237020928e-04
377,2.4379065633e-01,5.7986594737e-02,6.4275320619e-04,2.0013548434e-01,5.7323236251e-04
378,2.4375145137e-01,5.7355549186e-02,6.4264540561e-04,2.0011781156e-01,6.6433288157e-04
379,2.4363575876e-01,5.5066961795e-02,6.4295250922e-04,2.0009964705e-01,7.9910428030e-04
380,2.4379841983e-01,5.8937195688e-02,6.4306153217e-04,2.0008179545e-01,7.3556910502e-04
381,2.4381244183e-01,5.9902403504e-02,6.4335035859e-04,2.0006409287e-01,6.4697471680e-04
382,2.4387328327e-01,6.1714325100e-02,6.4371182816e-04,2.0004621148e-01,5.8926601196e-04
383,2.4380035698e-01,6.0109063983e-02,6.4423645381e-04,2.0002827048e-01,7.7811954543e-04
384,2.4344177544e-01,5.4046072066e-02,6.4462033333e-04,2.0001006126e-01,5.5179081392e-04
385,2.4349224567e-01,5.5387966335e-02,6.4457056578e-04,1.9999170303e-01,5.8812892530e-04
386,2.4391689897e-01,6.3776664436e-02,6.4446579199e-04,1.9997327030e-01,7.7118258923e-04
387,2.4353753030e-01,5.7027611881e-02,6.4412917709e-04,1.9995573163e-01,6.3418567879e-04
388,2.4327796698e-01,5.2193120122e-02,6.4374716021e-04,1.9993808866e-01,6.5905967494e-04
389,2.4390770495e-01,6.5176136792e-02,6.4315018244e-04,1.9992074370e-01,6.7237927578e-04
390,2.4351753294e-01,5.7614274323e-02,6.4269552240e-04,1.9990348816e-01,7.3279178469e-04
391,2.4374437332e-01,6.2920220196e-02,6.4214883605e-04,1.9988620281e-01,6.1838451074e-04
392,2.4351523817e-01,5.8325324208e-02,6.4159207977e-04,1.9986884296e-01,7.6498673297e-04
393,2.4343277514e-01,5.7673547417e-02,6.4090511296e-04,1.9985175133e-01,5.7391636074e-04
394,2.4333143234e-01,5.5417001247e-02,6.4054003451e-04,1.9983418286e-01,7.9331448069e-04
395,2.4348628521e-01,5.9264529496e-02,6.3974288059e-04,1.9981721044e-01,6.8437500158e-04
396,2.4351161718e-01,6.0250218958e-02,6.3935865182e-04,1.9979989529e-01,6.6573696677e-04
397,2.4358530343e-01,6.2067583203e-02,6.3927116571e-04,1.9978210330e-01,6.9405580871e-04
398,2.4351043999e-01,6.0466021299e-02,6.3934101490e-04,1.9976460934e-01,8.6838379502e-04
399,2.4315856397e-01,5.4422903806e-02,6.3926877920e-04,1.9974729419e-01,6.7594501888e-04
400,2.4321378767e-01,5.5729117244e-02,6.3901633257e-04,1.9972983003e-01,7.5006933184e-04
401,2.4359595776e-01,6.4086742699e-02,6.3873158069e-04,1.9971263409e-01,6.5147579880e-04
402,2.4326914549e-01,5.7362683117e-02,6.3883519033e-04,1.9969530404e-01,8.5193949053e-04
403,2.4298328161e-01,5.2501812577e-02,6.3867931021e-04,1.9967848063e-01,7.0212292485e-04
404,2.4362260103e-01,6.5448455513e-02,6.3804746605e-04,1.9966165721e-01,7.8762398334e-04
405,2.4325111508e-01,5.7891853154e-02,6.3720898470e-04,1.9964528084e-01,9.6652575303e-04
406,2.4343830347e-01,6.3203133643e-02,6.3616788248e-04,1.9962936640e-01,5.7815702166e-04
407,2.4320554733e-01,5.8606751263e-02,6.3531263731e-04,1.9961264729e-01,6.9805094972e-04
408,2.4314689636e-01,5.7949148118e-02,6.3448410947e-04,1.9959521294e-01,6.7123764893e-04
409,2.4302136898e-01,5.5725205690e-02,6.3429167494e-04,1.9957721233e-01,7.2103081038e-04
410,2.4319826066e-01,5.9555992484e-02,6.3421396771e-04,1.9955947995e-01,7.6569290832e-04
411,2.4322341383e-01,6.0549043119e-02,6.3386536203e-04,1.9954198599e-01,7.4470473919e-04
412,2.4328802526e-01,6.2356162816e-02,6.3342798967e-04,1.9952456653e-01,7.1532983566e-04
413,2.4319075048e-01,6.0761336237e-02,6.3318258617e-04,1.9950741529e-01,7.3726486880e-04
414,2.4286054075e-01,5.4769746959e-02,6.3312222483e-04,1.9948939979e-01,6.7755696364e-04
415,2.4291571975e-01,5.6066337973e-02,6.3265417702e-04,1.9947135448e-01,7.6071004150e-04
416,2.4332328141e-01,6.4429037273e-02,6.3228118233e-04,1.9945350289e-01,8.3560065832e-04
417,2.4294675887e-01,5.7758074254e-02,6.3198799035e-04,1.9943609834e-01,6.9018965587e-04
418,2.4271284044e-01,5.2889212966e-02,6.3151353970e-04,1.9941899180e-01,8.9375535026e-04
419,2.4330644310e-01,6.5810367465e-02,6.3075940125e-04,1.9940243661e-01,6.8154744804e-04
420,2.4292111397e-01,5.8270722628e-02,6.3040264649e-04,1.9938558340e-01,7.6299562352e-04
421,2.4318070710e-01,6.3597783446e-02,6.3011434395e-04,1.9936871529e-01,8.5492926883e-04
422,2.4290952086e-01,5.8999169618e-02,6.2972644810e-04,1.9935157895e-01,7.1952026337e-04
423,2.4285703897e-01,5.8326154947e-02,6.2969641294e-04,1.9933360815e-01,7.3804834392e-04
424,2.4272578955e-01,5.6126359850e-02,6.2978395727e-04,1.9931569695e-01,7.3889037594e-04
425,2.4291150272e-01,5.9928789735e-02,6.2950450229e-04,1.9929820299e-01,8.5135281552e-04
426,2.4292117357e-01,6.0924228281e-02,6.2917749165e-04,1.9928118587e-01,7.2237284621e-04
427,2.4297426641e-01,6.2724135816e-02,6.2915100716e-04,1.9926352799e-01,6.1781512341e-04
428,2.4288569391e-01,6.1135809869e-02,6.2956911279e-04,1.9924549758e-01,6.9822196383e-04
429,2.4257975817e-01,5.5176544935e-02,6.3017266802e-04,1.9922679663e-01,7.9060881399e-04
430,2.4262063205e-01,5.6454587728e-02,6.3047534786e-04,1.9920796156e-01,7.8571343329e-04
431,2.4300344288e-01,6.4804308116e-02,6.3087616581e-04,1.9918921590e-01,7.0187088568e-04
432,2.4266414344e-01,5.8173812926e-02,6.3097034581e-04,1.9917117059e-01,7.9376180656e-04
433,2.4242062867e-01,5.3293745965e-02,6.3043890987e-04,1.9915375113e-01,9.4001006801e-04
434,2.4303103983e-01,6.6205337644e-02,6.2969664577e-04,1.9913676381e-01,8.4636296378e-04
435,2.4264132977e-01,5.8695364743e-02,6.2915403396e-04,1.9911971688e-01,8.9157791808e-04
436,2.4287837744e-01,6.4040206373e-02,6.2811805401e-04,1.9910323620e-01,8.2901946735e-04
437,2.4261945486e-01,5.9440087527e-02,6.2714813976e-04,1.9908660650e-01,7.7573728049e-04
438,2.4256829917e-01,5.8747313917e-02,6.2650232576e-04,1.9906994700e-01,8.0327398609e-04
439,2.4242351949e-01,5.6562408805e-02,6.2623451231e-04,1.9905282557e-01,7.0512265665e-04
440,2.4258840084e-01,6.0342695564e-02,6.2602711841e-04,1.9903519750e-01,6.8669137545e-04
441,2.4261745811e-01,6.1346899718e-02,6.2634167261e-04,1.9901707768e-01,6.8839476444e-04
442,2.4269777536e-01,6.3156083226e-02,6.2715867534e-04,1.9899845123e-01,7.6430104673e-04
443,2.4262757599e-01,6.1567414552e-02,6.2792969402e-04,1.9898033142e-01,9.6578791272e-04
444,2.4230541289e-01,5.5627517402e-02,6.2826881185e-04,1.9896209240e-01,9.4162387541e-04
445,2.4232381582e-01,5.6862283498e-02,6.2826770591e-04,1.9894444942e-01,7.9393712804e-04
446,2.4273993075e-01,6.5178997815e-02,6.2815134879e-04,1.9892717898e-01,9.3473441666e-04
447,2.4237751961e-01,5.8575585485e-02,6.2745111063e-04,1.9891032577e-01,8.5917767137e-04
448,2.4209374189e-01,5.3669992834e-02,6.2639807584e-04,1.9889365137e-01,7.4304325972e-04
449,2.4274845421e-01,6.6558547318e-02,6.2567373971e-04,1.9887688756e-01,9.5045584021e-04
450,2.4234689772e-01,5.9053421021e-02,6.2494771555e-04,1.9886027277e-01,9.1292400612e-04
451,2.4257318676e-01,6.4414419234e-02,6.2421371695e-04,1.9884324074e-01,7.7572936425e-04
452,2.4233873188e-01,5.9819001704e-02,6.2389776576e-04,1.9882562757e-01,8.8746985421e-04
453,2.4228465557e-01,5.9123586863e-02,6.2367634382e-04,1.9880801439e-01,9.0115936473e-04
454,2.4214175344e-01,5.6969027966e-02,6.2329339562e-04,1.9879058003e-01,8.0864736810e-04
455,2.4230901897e-01,6.0729216784e-02,6.2256294768e-04,1.9877326488e-01,8.1379880430e-04
456,2.4233841896e-01,6.1731938273e-02,6.2211375916e-04,1.9875624776e-01,8.1472389866e-04
457,2.4242150784e-01,6.3536770642e-02,6.2207924202e-04,1.9873851538e-01,9.0906542027e-04
458,2.4231779575e-01,6.1940863729e-02,6.2225182774e-04,1.9872096181e-01,8.8892108761e-04
459,2.4198375642e-01,5.6019835174e-02,6.2245759182e-04,1.9870336354e-01,7.7507627429e-04
460,2.4203467369e-01,5.7239398360e-02,6.2216399238e-04,1.9868588448e-01,8.4985973081e-04
461,2.4240894616e-01,6.5527468920e-02,6.2217575032e-04,1.9866825640e-01,7.2316778824e-04
462,2.4206000566e-01,5.8974329382e-02,6.2257226091e-04,1.9865015149e-01,7.2348042158e-04
463,2.4181313813e-01,5.4066367447e-02,6.2322703889e-04,1.9863159955e-01,8.5770350415e-04
464,2.4247050285e-01,6.6935375333e-02,6.2384328339e-04,1.9861310720e-01,1.0943873785e-03
465,2.4204805493e-01,5.9433285147e-02,6.2407669611e-04,1.9859571755e-01,9.1630202951e-04
466,2.4229370058e-01,6.4796648920e-02,6.2460149638e-04,1.9857823849e-01,9.0241385624e-04
467,2.4203602970e-01,6.0180276632e-02,6.2508520205e-04,1.9856077433e-01,8.5998763097e-04
468,2.4197682738e-01,5.9465978295e-02,6.2442821218e-04,1.9854342937e-01,8.4656476974e-04
469,2.4187599123e-01,5.7342726737e-02,6.2408065423e-04,1.9852580130e-01,1.0253477376e-03
470,2.4200223386e-01,6.1090856791e-02,6.2383158365e-04,1.9850787520e-01,7.6268159319e-04
471,2.4205809832e-01,6.2108103186e-02,6.2408897793e-04,1.9848906994e-01,9.4469042961e-04
472,2.4210639298e-01,6.3923522830e-02,6.2456040177e-04,1.9847044349e-01,8.0743827857e-04
473,2.4203363061e-01,6.2333434820e-02,6.2507926486e-04,1.9845223427e-01,9.9462014623e-04
474,2.4172177911e-01,5.6443247944e-02,6.2550074654e-04,1.9843363762e-01,1.0248852195e-03
475,2.4172206223e-01,5.7647977024e-02,6.2506133690e-04,1.9841578603e-01,7.7098835027e-04
476,2.4214598536e-01,6.5931931138e-02,6.2504305970e-04,1.9839721918e-01,9.8442961462e-04
477,2.4178336561e-01,5.9431463480e-02,6.2504812377e-04,1.9837889075e-01,8.8043935830e-04
478,2.4151386321e-01,5.4517731071e-02,6.2488159165e-04,1.9836062193e-01,8.6893967818e-04
479,2.4212345481e-01,6.7387461662e-02,6.2467984390e-04,1.9834229350e-01,7.9099251889e-04
480,2.4173150957e-01,5.9916581959e-02,6.2472769059e-04,1.9832409918e-01,8.1355322618e-04
481,2.4200871587e-01,6.5306946635e-02,6.2483578222e-04,1.9830590487e-01,1.0095712496e-03
482,2.4174229801e-01,6.0683738440e-02,6.2493537553e-04,1.9828832150e-01,9.1455824440e-04
483,2.4165998399e-01,5.9956431389e-02,6.2505609822e-04,1.9827097654e-01,7.4615044286e-04
484,2.4156802893e-01,5.7843621820e-02,6.2481162604e-04,1.9825294614e-01,9.8327861633e-04
485,2.4173526466e-01,6.1581518501e-02,6.2410638202e-04,1.9823548198e-01,9.9667208269e-04
486,2.4174931645e-01,6.2573194504e-02,6.2376924325e-04,1.9821840525e-01,8.9867383940e-04
487,2.4180501699e-01,6.4377725124e-02,6.2368984800e-04,1.9820077717e-01,8.1006652908e-04
488,2.4170289934e-01,6.2771074474e-02,6.2399578746e-04,1.9818325341e-01,8.0301292473e-04
489,2.4138008058e-01,5.6882899255e-02,6.2468892429e-04,1.9816529751e-01,7.5252773240e-04
490,2.4145983160e-01,5.8062568307e-02,6.2558293575e-04,1.9814674556e-01,1.0334389517e-03
491,2.4181093276e-01,6.6303499043e-02,6.2611815520e-04,1.9812831283e-01,7.7095744200e-04
492,2.4148815870e-01,5.9834729880e-02,6.2664627330e-04,1.9810974598e-01,9.2034728732e-04
493,2.4119646847e-01,5.4893158376e-02,6.2718091067e-04,1.9809114933e-01,7.6825468568e-04
494,2.4184340239e-01,6.7737758160e-02,6.2797707506e-04,1.9807192683e-01,9.4812305178e-04
495,2.4144150317e-01,6.0269135982e-02,6.2886672094e-04,1.9805294275e-01,9.0430030832e-04
496,2.4169111252e-01,6.5672427416e-02,6.2947324477e-04,1.9803434610e-01,9.1197615257e-04
497,2.4143253267e-01,6.1042457819e-02,6.2965811230e-04,1.9801649451e-01,8.7302189786e-04
498,2.4137623608e-01,6.0316313058e-02,6.2967400299e-04,1.9799831510e-01,8.8506354950e-04
499,2.4124698341e-01,5.8225765824e-02,6.2948011328e-04,1.9798018038e-01,8.6656282656e-04
500,2.4144832790e-01,6.1949081719e-02,6.2913645525e-04,1.9796198606e-01,1.1157422559e-03
501,2.4146224558e-01,6.2940798700e-02,6.2832003459e-04,1.9794449210e-01,1.0231677443e-03
502,2.4150142074e-01,6.4770564437e-02,6.2763935421e-04,1.9792667031e-01,8.2167569781e-04
503,2.4142189324e-01,6.3179448247e-02,6.2709080521e-04,1.9790908694e-01,9.6617755480e-04
504,2.4110504985e-01,5.7318672538e-02,6.2692764914e-04,1.9789132476e-01,9.5063645858e-04
505,2.4116250873e-01,5.8491129428e-02,6.2651501503e-04,1.9787366688e-01,1.0868820827e-03
506,2.4152915180e-01,6.6717907786e-02,6.2568392605e-04,1.9785612822e-01,9.3470461434e-04
